Date,Open,High,Low,Close,Adj Close,Volume
2020-07-16,2145.000000,2149.699951,1980.000000,2007.050049,2007.050049,3722941
2020-07-17,2000.000000,2019.800049,1955.000000,1989.750000,1989.750000,3878183
2020-07-20,1979.900024,2039.000000,1968.000000,2019.000000,2019.000000,1556361
2020-07-21,2035.000000,2054.899902,2021.050049,2040.800049,2040.800049,717336
2020-07-22,2055.000000,2120.600098,2010.000000,2110.000000,2110.000000,1721410
2020-07-23,2107.699951,2148.000000,2095.000000,2100.350098,2100.350098,771164
2020-07-24,2095.000000,2124.800049,2027.000000,2031.400024,2031.400024,1349971
2020-07-27,2044.000000,2060.000000,2001.500000,2026.099976,2026.099976,2240161
2020-07-28,2060.000000,2067.000000,2027.800049,2051.399902,2051.399902,522666
2020-07-29,2060.000000,2075.000000,2041.099976,2049.699951,2049.699951,351481
2020-07-30,2039.000000,2068.000000,2030.000000,2040.199951,2040.199951,411812
2020-07-31,2046.000000,2075.000000,2033.050049,2063.449951,2063.449951,423771
2020-08-03,2068.699951,2112.699951,2060.300049,2093.149902,2093.149902,554636
2020-08-04,2093.149902,2178.000000,2090.000000,2165.100098,2165.100098,613847
2020-08-05,2175.000000,2189.949951,2151.050049,2163.449951,2163.449951,503490
2020-08-06,2170.000000,2191.949951,2135.649902,2150.550049,2150.550049,637775
2020-08-07,2170.000000,2176.399902,2133.000000,2138.399902,2138.399902,354663
2020-08-10,2138.399902,2145.000000,2100.000000,2116.500000,2116.500000,366321
2020-08-11,2120.000000,2143.149902,2110.350098,2131.949951,2131.949951,461469
2020-08-12,2139.000000,2175.000000,2122.000000,2169.199951,2169.199951,440623
2020-08-13,2177.000000,2213.449951,2150.000000,2207.100098,2207.100098,598902
2020-08-14,2214.300049,2219.899902,2173.550049,2178.000000,2178.000000,290346
2020-08-17,2181.000000,2203.750000,2160.000000,2189.750000,2189.750000,272784
2020-08-18,2195.000000,2266.300049,2170.000000,2259.449951,2259.449951,700407
2020-08-19,2279.000000,2309.250000,2240.000000,2266.600098,2266.600098,590882
2020-08-20,2252.000000,2290.000000,2219.000000,2285.899902,2285.899902,373074
2020-08-21,2290.399902,2300.000000,2252.350098,2259.449951,2259.449951,326272
2020-08-24,2269.949951,2272.000000,2244.000000,2250.300049,2250.300049,161735
2020-08-25,2267.199951,2351.750000,2260.100098,2341.149902,2341.149902,1036474
2020-08-26,2343.000000,2425.000000,2343.000000,2410.100098,2410.100098,1466342
2020-08-27,2440.000000,2445.000000,2351.250000,2380.850098,2380.850098,695841
2020-08-28,2376.750000,2376.899902,2300.000000,2319.399902,2319.399902,617753
2020-08-31,2298.899902,2298.899902,2195.000000,2251.250000,2251.250000,1031133
2020-09-01,2244.000000,2280.000000,2202.000000,2241.600098,2241.600098,623811
2020-09-02,2247.850098,2275.000000,2212.050049,2218.449951,2218.449951,590806
2020-09-03,2239.000000,2324.300049,2229.000000,2278.399902,2278.399902,767034
2020-09-04,2251.100098,2367.850098,2183.300049,2251.449951,2251.449951,1115594
2020-09-07,2270.000000,2278.250000,2240.149902,2261.399902,2261.399902,517068
2020-09-08,2263.149902,2297.850098,2235.050049,2246.600098,2246.600098,1234858
2020-09-09,2230.000000,2257.949951,2207.600098,2222.699951,2222.699951,550191
2020-09-10,2225.000000,2244.949951,2215.000000,2237.750000,2237.750000,316351
2020-09-11,2241.899902,2273.000000,2226.050049,2239.350098,2239.350098,456276
2020-09-14,2250.000000,2258.949951,2150.050049,2162.699951,2162.699951,902088
2020-09-15,2185.000000,2185.000000,2130.000000,2136.149902,2136.149902,1115664
2020-09-16,2152.550049,2173.000000,2130.699951,2135.949951,2135.949951,391180
2020-09-17,2147.000000,2167.000000,2133.100098,2139.050049,2139.050049,244384
2020-09-18,2149.899902,2175.949951,2104.000000,2149.050049,2149.050049,1204363
2020-09-21,2175.000000,2177.000000,2056.000000,2097.449951,2097.449951,1140224
2020-09-22,2099.000000,2104.850098,1995.099976,2049.300049,2049.300049,722624
2020-09-23,2066.949951,2100.000000,2047.000000,2055.300049,2055.300049,422287
2020-09-24,2047.900024,2084.000000,2037.599976,2047.349976,2047.349976,452643
2020-09-25,2042.099976,2120.000000,2042.099976,2102.699951,2102.699951,325523
2020-09-28,2110.899902,2142.000000,2098.000000,2108.399902,2108.399902,357109
2020-09-29,2108.399902,2150.600098,2082.899902,2133.250000,2133.250000,593648
2020-09-30,2134.000000,2219.800049,2115.000000,2203.149902,2203.149902,677252
2020-10-01,2210.000000,2242.000000,2171.100098,2184.800049,2184.800049,551391
2020-10-05,2192.949951,2197.149902,2104.000000,2110.449951,2110.449951,438928
2020-10-06,2135.750000,2135.750000,2066.000000,2083.050049,2083.050049,453692
2020-10-07,2092.949951,2108.699951,2047.000000,2066.100098,2066.100098,598368
2020-10-08,2085.000000,2090.000000,2045.050049,2065.350098,2065.350098,387439
2020-10-09,2068.000000,2090.899902,2035.050049,2057.600098,2057.600098,553521
2020-10-12,2072.000000,2084.000000,1995.099976,2002.599976,2002.599976,860071
2020-10-13,2002.599976,2035.449951,1965.000000,1977.449951,1977.449951,1222698
2020-10-14,1984.900024,2014.849976,1966.250000,1974.550049,1974.550049,974558
2020-10-15,1987.099976,1998.500000,1970.050049,1977.699951,1977.699951,744866
2020-10-16,1980.000000,1999.000000,1970.000000,1984.199951,1984.199951,614032
2020-10-19,1969.050049,2140.000000,1954.849976,2094.300049,2094.300049,3267635
2020-10-20,2099.000000,2170.000000,2056.000000,2143.050049,2143.050049,1555361
2020-10-21,2143.050049,2170.000000,2061.050049,2081.350098,2081.350098,892875
2020-10-22,2081.000000,2129.899902,2062.899902,2100.300049,2100.300049,548828
2020-10-23,2106.949951,2133.850098,2081.000000,2116.550049,2116.550049,546561
2020-10-26,2120.000000,2150.000000,2100.350098,2144.250000,2144.250000,613118
2020-10-27,2133.000000,2188.000000,2111.850098,2176.199951,2176.199951,621369
2020-10-28,2197.000000,2249.000000,2175.000000,2240.199951,2240.199951,989232
2020-10-29,2200.000000,2277.600098,2185.000000,2267.100098,2267.100098,624080
2020-10-30,2260.000000,2278.899902,2195.750000,2239.899902,2239.899902,680417
2020-11-02,2240.000000,2259.000000,2163.000000,2205.750000,2205.750000,397527
2020-11-03,2203.800049,2245.000000,2180.000000,2209.050049,2209.050049,598460
2020-11-04,2210.050049,2300.000000,2210.050049,2290.800049,2290.800049,698833
2020-11-05,2202.500000,2325.449951,2202.500000,2281.949951,2281.949951,600284
2020-11-06,2281.949951,2303.250000,2243.449951,2294.600098,2294.600098,445989
2020-11-09,2306.050049,2335.000000,2283.050049,2325.850098,2325.850098,415802
2020-11-10,2340.000000,2368.899902,2315.500000,2362.399902,2362.399902,469484
2020-11-11,2373.899902,2403.000000,2361.000000,2398.199951,2398.199951,506443
2020-11-12,2400.000000,2410.000000,2361.050049,2400.300049,2400.300049,369948
2020-11-13,2390.000000,2399.000000,2361.500000,2383.050049,2383.050049,171758
2020-11-14,null,null,null,null,null,null
2020-11-17,2374.149902,2507.949951,2374.149902,2432.149902,2432.149902,1127375
2020-11-18,2420.000000,2420.000000,2360.850098,2375.050049,2375.050049,607582
2020-11-19,2375.000000,2415.000000,2330.000000,2392.199951,2392.199951,460179
2020-11-20,2390.000000,2438.949951,2350.550049,2382.600098,2382.600098,284940
2020-11-23,2361.100098,2379.899902,2352.250000,2360.399902,2360.399902,234655
2020-11-24,2367.949951,2429.899902,2350.000000,2380.250000,2380.250000,543631
2020-11-25,2370.000000,2399.500000,2350.000000,2360.800049,2360.800049,439765
2020-11-26,2353.000000,2396.899902,2343.199951,2373.050049,2373.050049,333431
2020-11-27,2373.000000,2395.000000,2220.050049,2289.199951,2289.199951,1604427
2020-12-01,2330.000000,2450.000000,2315.000000,2426.699951,2426.699951,912165
2020-12-02,2435.000000,2473.000000,2380.149902,2456.000000,2456.000000,494720
2020-12-03,2460.100098,2479.300049,2440.000000,2470.850098,2470.850098,393025
2020-12-04,2469.949951,2469.949951,2415.550049,2441.899902,2441.899902,310934
2020-12-07,2441.899902,2540.500000,2413.000000,2526.449951,2526.449951,918509
2020-12-08,2530.000000,2689.000000,2520.000000,2652.100098,2652.100098,2106893
2020-12-09,2652.000000,2755.000000,2586.000000,2625.300049,2625.300049,1254592
2020-12-10,2630.000000,2673.500000,2575.850098,2622.050049,2622.050049,713356
2020-12-11,2647.000000,2715.000000,2632.000000,2685.100098,2685.100098,595814
2020-12-14,2715.000000,2745.000000,2651.250000,2671.949951,2671.949951,486459
2020-12-15,2672.000000,2688.899902,2624.500000,2640.050049,2640.050049,257299
2020-12-16,2650.050049,2678.449951,2605.000000,2627.050049,2627.050049,452432
2020-12-17,2645.000000,2650.000000,2503.000000,2556.050049,2556.050049,796303
2020-12-18,2574.000000,2650.000000,2555.000000,2637.050049,2637.050049,681413
2020-12-21,2645.000000,2715.000000,2460.800049,2682.399902,2682.399902,1195766
2020-12-22,2676.000000,2678.300049,2552.250000,2625.750000,2625.750000,744981
2020-12-23,2650.000000,2675.000000,2621.300049,2661.850098,2661.850098,374135
2020-12-24,2661.850098,2700.000000,2604.800049,2673.100098,2673.100098,432162
2020-12-28,2685.949951,2698.949951,2655.000000,2678.000000,2678.000000,319378
2020-12-29,2690.000000,2694.699951,2645.000000,2665.699951,2665.699951,345136
2020-12-30,2666.199951,2725.000000,2642.350098,2680.300049,2680.300049,479318
2020-12-31,2691.000000,2780.000000,2670.000000,2763.600098,2763.600098,984705
2021-01-01,2767.000000,2804.100098,2747.000000,2789.100098,2789.100098,432860
2021-01-04,2808.000000,2949.000000,2805.000000,2898.449951,2898.449951,868534
2021-01-05,2890.000000,3064.000000,2810.100098,2991.149902,2991.149902,808892
2021-01-06,3006.449951,3100.000000,2832.800049,2914.949951,2914.949951,1112886
2021-01-07,2971.699951,3008.000000,2880.000000,2921.449951,2921.449951,872261
2021-01-08,2949.899902,2999.000000,2932.250000,2967.500000,2967.500000,742344
2021-01-11,3137.000000,3137.000000,2940.000000,2984.850098,2984.850098,1845898
2021-01-12,2959.000000,3009.500000,2939.449951,2998.199951,2998.199951,1081702
2021-01-13,3001.000000,3008.649902,2878.500000,2926.100098,2926.100098,421057
2021-01-14,2939.000000,2940.000000,2875.250000,2895.550049,2895.550049,340922
2021-01-15,2904.000000,2920.000000,2801.000000,2820.949951,2820.949951,356133
2021-01-18,2800.000000,2829.899902,2715.000000,2744.899902,2744.899902,518632
2021-01-19,2754.899902,2818.600098,2750.000000,2778.399902,2778.399902,317833
2021-01-20,2797.850098,2798.000000,2740.100098,2764.949951,2764.949951,303828
2021-01-21,2775.000000,2802.949951,2701.000000,2719.149902,2719.149902,342825
2021-01-22,2730.100098,2899.000000,2730.000000,2862.750000,2862.750000,1027906
2021-01-25,2894.000000,2940.649902,2805.399902,2837.000000,2837.000000,460306
2021-01-27,2850.699951,2889.550049,2790.000000,2811.750000,2811.750000,550088
2021-01-28,2812.000000,2879.750000,2771.000000,2794.449951,2794.449951,620348
2021-01-29,2825.000000,2836.000000,2610.000000,2651.500000,2651.500000,900893
2021-02-01,2700.000000,2894.000000,2640.000000,2812.000000,2812.000000,1120547
2021-02-02,2820.500000,2907.000000,2781.699951,2869.100098,2869.100098,837632
2021-02-03,2864.800049,2945.750000,2825.199951,2877.000000,2877.000000,575810
2021-02-04,2891.350098,2975.000000,2871.000000,2959.850098,2959.850098,592418
2021-02-05,2959.949951,2987.000000,2922.850098,2946.050049,2946.050049,349721
2021-02-08,2948.000000,3009.000000,2910.500000,2984.399902,2984.399902,442778
2021-02-09,3005.000000,3007.899902,2900.000000,2925.000000,2925.000000,281240
2021-02-10,2925.000000,2980.000000,2910.350098,2967.699951,2967.699951,326068
2021-02-11,2975.000000,2998.000000,2924.149902,2951.899902,2951.899902,236560
2021-02-12,2960.000000,2963.550049,2915.000000,2928.899902,2928.899902,188886
2021-02-15,2955.000000,3060.000000,2933.000000,3044.550049,3044.550049,868075
2021-02-16,3054.000000,3155.000000,3045.949951,3130.850098,3130.850098,792804
2021-02-17,3120.000000,3242.000000,3090.000000,3190.250000,3190.250000,918192
2021-02-18,3220.699951,3220.699951,3052.149902,3127.750000,3127.750000,697912
2021-02-19,3127.649902,3166.000000,3058.000000,3101.649902,3101.649902,404442
2021-02-22,3093.550049,3108.399902,2950.000000,2992.600098,2992.600098,293190
2021-02-23,3000.000000,3174.000000,2987.300049,3151.949951,3151.949951,605901
2021-02-24,3143.000000,3164.000000,2900.000000,3139.699951,3139.699951,188724
2021-02-25,3150.000000,3175.850098,3070.000000,3089.199951,3089.199951,405664
2021-02-26,3059.800049,3105.000000,2950.000000,2994.199951,2994.199951,1005185
2021-03-01,3023.399902,3024.149902,2900.000000,2908.449951,2908.449951,439920
2021-03-02,2908.449951,3106.000000,2885.500000,3073.500000,3073.500000,721426
2021-03-03,3100.000000,3179.000000,3085.000000,3167.699951,3167.699951,675749
2021-03-04,3129.899902,3213.850098,3115.000000,3178.699951,3178.699951,635423
2021-03-05,3130.000000,3330.000000,3120.000000,3286.100098,3286.100098,1535808
2021-03-08,3309.000000,3309.000000,3170.000000,3191.149902,3191.149902,406746
2021-03-09,3196.000000,3254.250000,3120.149902,3151.850098,3151.850098,423685
2021-03-10,3164.000000,3179.899902,3113.449951,3155.199951,3155.199951,252903
2021-03-12,3183.000000,3228.899902,3113.000000,3129.350098,3129.350098,253802
2021-03-15,3136.000000,3171.100098,3096.000000,3108.750000,3108.750000,162458
2021-03-16,3117.000000,3166.000000,3050.000000,3071.000000,3071.000000,298799
2021-03-17,3071.000000,3095.000000,2991.100098,3014.850098,3014.850098,304935
2021-03-18,3045.000000,3074.899902,2980.000000,3034.600098,3034.600098,354857
2021-03-19,3021.500000,3021.500000,2925.000000,2960.300049,2960.300049,570995
2021-03-22,2980.000000,2988.000000,2862.000000,2880.100098,2880.100098,652753
2021-03-23,2908.000000,3000.800049,2905.000000,2933.649902,2933.649902,650768
2021-03-24,2933.649902,2947.699951,2840.000000,2855.600098,2855.600098,455895
2021-03-25,2875.000000,2893.000000,2775.000000,2796.000000,2796.000000,621113
2021-03-26,2829.000000,2898.800049,2805.000000,2855.199951,2855.199951,482759
2021-03-30,2867.000000,2918.000000,2807.000000,2837.550049,2837.550049,696632
2021-03-31,2869.000000,2890.000000,2830.000000,2859.050049,2859.050049,433044
2021-04-01,2885.000000,2925.000000,2855.500000,2912.699951,2912.699951,416624
2021-04-05,2890.000000,2890.000000,2793.000000,2846.949951,2846.949951,460926
2021-04-06,2873.000000,2878.100098,2826.100098,2843.649902,2843.649902,342977
2021-04-07,2855.000000,2900.000000,2835.000000,2890.649902,2890.649902,334645
2021-04-08,2899.649902,2945.000000,2890.649902,2936.500000,2936.500000,478173
2021-04-09,2937.100098,2973.350098,2917.250000,2947.750000,2947.750000,808884
2021-04-12,2861.100098,2889.000000,2790.100098,2814.899902,2814.899902,475661
2021-04-13,2832.949951,2885.000000,2812.000000,2832.699951,2832.699951,267793
2021-04-15,2844.000000,2952.949951,2828.100098,2928.899902,2928.899902,377544
2021-04-16,2947.000000,2980.000000,2902.000000,2919.899902,2919.899902,334483
2021-04-19,2860.449951,2869.500000,2820.250000,2850.750000,2850.750000,267692
2021-04-20,2880.000000,2889.800049,2756.000000,2778.250000,2778.250000,451846
2021-04-22,2785.000000,2792.850098,2699.000000,2717.600098,2717.600098,913846
2021-04-23,2709.000000,2743.899902,2676.399902,2713.699951,2713.699951,436472
2021-04-26,2729.899902,2819.399902,2719.149902,2808.250000,2808.250000,476865
2021-04-27,2815.000000,2865.000000,2810.000000,2826.949951,2826.949951,394477
2021-04-28,2865.000000,2953.699951,2850.949951,2936.800049,2936.800049,542978
2021-04-29,2960.000000,2988.000000,2880.000000,2906.350098,2906.350098,296752
2021-04-30,2889.800049,2931.899902,2818.899902,2852.899902,2852.899902,322948
2021-05-03,2845.000000,2911.000000,2822.899902,2898.649902,2898.649902,232238
2021-05-04,2908.000000,2934.750000,2845.000000,2858.399902,2858.399902,239282
2021-05-05,2878.699951,2889.600098,2855.000000,2874.399902,2874.399902,136956
2021-05-06,2874.949951,2895.000000,2850.500000,2878.149902,2878.149902,158581
2021-05-07,2880.000000,2955.000000,2855.500000,2895.500000,2895.500000,365600
2021-05-10,2925.000000,2960.000000,2840.000000,2852.449951,2852.449951,771218
2021-05-11,2850.000000,2884.600098,2825.000000,2850.550049,2850.550049,323511
2021-05-12,2850.550049,2869.949951,2827.500000,2856.149902,2856.149902,246319
2021-05-14,2874.000000,2874.000000,2830.000000,2844.649902,2844.649902,227259
2021-05-17,2864.000000,2907.899902,2840.300049,2898.699951,2898.699951,449529
2021-05-18,2920.000000,3080.000000,2910.750000,3056.300049,3056.300049,1022329
2021-05-19,3069.000000,3090.949951,3010.100098,3027.899902,3027.899902,683428
2021-05-20,3055.000000,3055.000000,3001.000000,3026.600098,3026.600098,352477
2021-05-21,3041.000000,3070.000000,3013.000000,3034.149902,3034.149902,375397
2021-05-24,3046.000000,3064.699951,3020.000000,3040.449951,3040.449951,236828
2021-05-25,3055.000000,3123.000000,3053.000000,3103.850098,3103.850098,455042
2021-05-26,3125.000000,3135.000000,3070.449951,3096.199951,3096.199951,284202
2021-05-27,3100.000000,3104.949951,3008.100098,3025.500000,3025.500000,433634
2021-05-28,3052.000000,3105.500000,3000.000000,3022.100098,3022.100098,345903
